"VattenID","MS_CD","Stationskoordinat E/Y","Stationskoordinat N/X","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år"
"SE631625-133602","WA61549092",385060,6312710,"Station","ACID",0,0.2419,0.02
"SE631625-133602","WA61549092",385060,6312710,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6304,-0.0121
"SE631625-133602","WA61549092",385060,6312710,"Station","DJ",0,0.7166,0
"SE631625-133602","WA61549092",385060,6312710,"Station","IPS",0,1,-0
"SE631625-133602","WA61549092",385060,6312710,"Station","MISA",0,0.7323,-0.1149
"SE720990-147270","WA37926239",510680,7207536,"Station","ACID",0,0.3025,-0.0367
"SE720990-147270","WA37926239",510680,7207536,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.7548,-0.0098
"SE720990-147270","WA37926239",510680,7207536,"Station","DJ",0,1,0
"SE720990-147270","WA37926239",510680,7207536,"Station","IPS",0,0.108,0.0134
"SE720990-147270","WA37926239",510680,7207536,"Station","MISA",0,0.8774,0.4168
"SE688271-138240","WA71072371",425046,6879482,"Station","ACID",0,0.3183,-0.05
"SE688271-138240","WA71072371",425046,6879482,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1124,0.0147
"SE688271-138240","WA71072371",425046,6879482,"Station","DJ",0,0.4179,-0
"SE688271-138240","WA71072371",425046,6879482,"Station","IPS",0,0.0805,-0.0111
"SE688271-138240","WA71072371",425046,6879482,"Station","MISA",-1,0.0228,-0.9417
"SE642969-145547","WA88641020",503097,6427502,"Station","ACID",1,0.0437,0.1
"SE642969-145547","WA88641020",503097,6427502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3866,-0.014
"SE642969-145547","WA88641020",503097,6427502,"Station","DJ",0,0.6597,0
"SE642969-145547","WA88641020",503097,6427502,"Station","IPS",0,1,0
"SE642969-145547","WA88641020",503097,6427502,"Station","MISA",1,0.0236,0.6253
"SE684404-578511","WA62859200",577014,6845631,"Station","ACID",0,0.1863,0.05
"SE684404-578511","WA62859200",577014,6845631,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8219,0.0036
"SE684404-578511","WA62859200",577014,6845631,"Station","DJ",0,0.0909,0.0742
"SE684404-578511","WA62859200",577014,6845631,"Station","IPS",0,0.3253,0
"SE684404-578511","WA62859200",577014,6845631,"Station","MISA",0,0.0649,-0.5057
"SE638561-141289","WA62510992",459056,6380306,"Station","ACID",1,0.0449,0.0612
"SE638561-141289","WA62510992",459056,6380306,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3367,-0.0101
"SE638561-141289","WA62510992",459056,6380306,"Station","DJ",0,0.766,0
"SE638561-141289","WA62510992",459056,6380306,"Station","IPS",0,0.4617,0.0191
"SE638561-141289","WA62510992",459056,6380306,"Station","MISA",1,0.014,0.8615
"SE683983-154323","WA77143658",585829,6838522,"Station","ACID",0,0.7517,0.0121
"SE683983-154323","WA77143658",585829,6838522,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6187,0.0038
"SE683983-154323","WA77143658",585829,6838522,"Station","DJ",0,1,-0
"SE683983-154323","WA77143658",585829,6838522,"Station","IPS",0,1,0
"SE683983-154323","WA77143658",585829,6838522,"Station","MISA",0,0.546,-0.0525
"SE640085-138148","WA12737498",429490,6397796,"Station","ACID",1,0.0057,0.1165
"SE640085-138148","WA12737498",429490,6397796,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5526,-0.0079
"SE640085-138148","WA12737498",429490,6397796,"Station","DJ",0,0.2979,-0
"SE640085-138148","WA12737498",429490,6397796,"Station","IPS",0,0.4954,-0.0092
"SE640085-138148","WA12737498",429490,6397796,"Station","MISA",1,0.0175,0.8294
"SE710354-155465","WA24742612",593943,7102266,"Station","ACID",0,0.9561,-0
"SE710354-155465","WA24742612",593943,7102266,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6038,0.007
"SE710354-155465","WA24742612",593943,7102266,"Station","DJ",0,1,-0
"SE710354-155465","WA24742612",593943,7102266,"Station","IPS",0,0.4688,-0.01
"SE710354-155465","WA24742612",593943,7102266,"Station","MISA",0,0.7294,0.11
"SE708380-145455","WA75124922",494139,7081270,"Station","ACID",0,0.1749,-0.0333
"SE708380-145455","WA75124922",494139,7081270,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8548,-0.0018
"SE708380-145455","WA75124922",494139,7081270,"Station","DJ",0,0.9214,0
"SE708380-145455","WA75124922",494139,7081270,"Station","IPS",0,0.3195,0.0118
"SE708380-145455","WA75124922",494139,7081270,"Station","MISA",0,0.8548,-0.1543
"SE697231-157849","WA39575376",620746,6970545,"Station","ACID",-1,0.0111,-0.05
"SE697231-157849","WA39575376",620746,6970545,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0536,0.0162
"SE697231-157849","WA39575376",620746,6970545,"Station","DJ",0,1,-0
"SE697231-157849","WA39575376",620746,6970545,"Station","IPS",0,0.8168,0
"SE697231-157849","WA39575376",620746,6970545,"Station","MISA",1,0.0379,0.5255
"SE630960-131620","WA55301346",365332,6305831,"Station","ACID",0,0.1247,-0.0583
"SE630960-131620","WA55301346",365332,6305831,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1921,0.0162
"SE630960-131620","WA55301346",365332,6305831,"Station","DJ",0,0.1821,0
"SE630960-131620","WA55301346",365332,6305831,"Station","IPS",0,0.4243,0
"SE630960-131620","WA55301346",365332,6305831,"Station","MISA",0,0.8221,-0.1959
"SE683537-155138","WA64539435",592749,6834409,"Station","ACID",0,0.0809,-0.0333
"SE683537-155138","WA64539435",592749,6834409,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2836,-0.0128
"SE683537-155138","WA64539435",592749,6834409,"Station","DJ",0,0.5759,0
"SE683537-155138","WA64539435",592749,6834409,"Station","IPS",0,0.7149,0
"SE683537-155138","WA64539435",592749,6834409,"Station","MISA",-1,0.0374,-0.8266
"SE708485-154920","WA98025719",588732,7083514,"Station","ACID",0,0.9561,-0
"SE708485-154920","WA98025719",588732,7083514,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8072,0.0076
"SE708485-154920","WA98025719",588732,7083514,"Station","DJ",0,1,0
"SE708485-154920","WA98025719",588732,7083514,"Station","IPS",0,0.6508,-0
"SE708485-154920","WA98025719",588732,7083514,"Station","MISA",0,0.855,-0.1042
"SE753778-181417","WA72266995",847800,7539708,"Station","ACID",0,0.0746,-0.0873
"SE753778-181417","WA72266995",847800,7539708,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3625,0.0124
"SE753778-181417","WA72266995",847800,7539708,"Station","DJ",0,0.9273,-0
"SE753778-181417","WA72266995",847800,7539708,"Station","IPS",0,0.3025,0.0439
"SE753778-181417","WA72266995",847800,7539708,"Station","MISA",0,1,0.1027
"SE641953-137406","WA39944872",421852,6416377,"Station","ACID",1,0.0153,0.15
"SE641953-137406","WA39944872",421852,6416377,"Station","IPS",0,1,-0
"SE735526-183905","WA97950526",875045,7357546,"Station","ACID",-1,0.0423,-0.06
"SE735526-183905","WA97950526",875045,7357546,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4857,0.0031
"SE735526-183905","WA97950526",875045,7357546,"Station","DJ",0,1,-0
"SE735526-183905","WA97950526",875045,7357546,"Station","IPS",1,0.004,0.13
"SE735526-183905","WA97950526",875045,7357546,"Station","MISA",0,0.8627,0.2093
"SE703626-153615","WA38909960",576300,7034780,"Station","ACID",-1,0.0467,-0.06
"SE703626-153615","WA38909960",576300,7034780,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3401,0.0138
"SE703626-153615","WA38909960",576300,7034780,"Station","DJ",0,0.0773,0
"SE703626-153615","WA38909960",576300,7034780,"Station","IPS",0,0.1634,0.0833
"SE703626-153615","WA38909960",576300,7034780,"Station","MISA",0,0.5406,-0.4981
"SE663532-523976",,525485,6635190,"Station","ACID",0,0.3419,0.0333
"SE663532-523976",,525485,6635190,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9165,-0.008
"SE663532-523976",,525485,6635190,"Station","DJ",0,0.0941,-0
"SE663532-523976",,525485,6635190,"Station","IPS",-1,0.0281,
"SE663532-523976",,525485,6635190,"Station","MISA",0,0.8328,0.166
"SE730224-165025","WA60567507",686975,7302110,"Station","ACID",-1,0.0095,-0.0889
"SE730224-165025","WA60567507",686975,7302110,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1817,0.0248
"SE730224-165025","WA60567507",686975,7302110,"Station","DJ",0,0.9273,-0
"SE730224-165025","WA60567507",686975,7302110,"Station","IPS",0,0.6021,-0
"SE730224-165025","WA60567507",686975,7302110,"Station","MISA",0,0.7555,-0.1934
"SE675032-135400","WA43483826",397801,6746724,"Station","ACID",0,0.7996,0
"SE675032-135400","WA43483826",397801,6746724,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0769,-0.0503
"SE675032-135400","WA43483826",397801,6746724,"Station","DJ",0,0.2546,0
"SE675032-135400","WA43483826",397801,6746724,"Station","IPS",0,0.1416,0
"SE675032-135400","WA43483826",397801,6746724,"Station","MISA",0,0.2464,-0.1769
"SE706176-733260","WA62616626",733742,7060750,"Station","ACID",0,0.0693,0.0408
"SE706176-733260","WA62616626",733742,7060750,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9604,-0
"SE706176-733260","WA62616626",733742,7060750,"Station","DJ",0,0.622,-0
"SE706176-733260","WA62616626",733742,7060750,"Station","IPS",0,0.2054,0
"SE706176-733260","WA62616626",733742,7060750,"Station","MISA",0,0.8431,-0.102
"SE631375-379389","WA50192169",382117,6314824,"Station","ACID",0,0.0965,0.0118
"SE631375-379389","WA50192169",382117,6314824,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4709,-0.0127
"SE631375-379389","WA50192169",382117,6314824,"Station","DJ",0,0.7078,0
"SE631375-379389","WA50192169",382117,6314824,"Station","IPS",0,0.1931,0
"SE631375-379389","WA50192169",382117,6314824,"Station","MISA",0,0.8926,0.0491
"SE628975-133250","WA19412340",381855,6286186,"Station","ACID",0,0.0653,-0.0236
"SE628975-133250","WA19412340",381855,6286186,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.7674,0.0016
"SE628975-133250","WA19412340",381855,6286186,"Station","DJ",0,0.4058,-0
"SE628975-133250","WA19412340",381855,6286186,"Station","IPS",0,0.779,0
"SE628975-133250","WA19412340",381855,6286186,"Station","MISA",0,0.921,0.0436
"SE639719-133565","WA35495796",383732,6393594,"Station","ACID",0,0.6178,0.0111
"SE639719-133565","WA35495796",383732,6393594,"Station","IPS",0,0.086,-0.0857
"SE694231-133350","WA99367298",374935,6938340,"Station","ACID",0,0.1862,-0.0455
"SE694231-133350","WA99367298",374935,6938340,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0381,0.0284
"SE694231-133350","WA99367298",374935,6938340,"Station","DJ",0,0.3744,0
"SE694231-133350","WA99367298",374935,6938340,"Station","IPS",0,0.8232,-0
"SE694231-133350","WA99367298",374935,6938340,"Station","MISA",0,0.9514,0.0342
"SE660713-165636","WA79044816",701773,6607290,"Station","ACID",0,0.4084,0.0528
"SE660713-165636","WA79044816",701773,6607290,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0925,-0.0145
"SE660713-165636","WA79044816",701773,6607290,"Station","DJ",0,0.675,-0
"SE660713-165636","WA79044816",701773,6607290,"Station","IPS",0,0.3704,0.0307
"SE660713-165636","WA79044816",701773,6607290,"Station","MISA",0,0.0748,0.2376
"SE650920-143244",,479126,6506696,"Station","ACID",0,0.4004,0.0162
"SE650920-143244",,479126,6506696,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0612,-0.0178
"SE650920-143244",,479126,6506696,"Station","DJ",0,0.1793,-0.0417
"SE650920-143244",,479126,6506696,"Station","IPS",0,1,0
"SE650920-143244",,479126,6506696,"Station","MISA",0,0.5371,0.8512
"SE723232-161455","WA23593659",652183,7231757,"Station","ACID",0,0.7815,-0.0042
"SE723232-161455","WA23593659",652183,7231757,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6315,-0.0111
"SE723232-161455","WA23593659",652183,7231757,"Station","DJ",0,1,0
"SE723232-161455","WA23593659",652183,7231757,"Station","IPS",0,0.6391,0
"SE723232-161455","WA23593659",652183,7231757,"Station","MISA",0,0.1502,1.062
"SE633316-146198","WA36456490",510749,6331097,"Station","ACID",0,1,-0.0062
"SE633316-146198","WA36456490",510749,6331097,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2551,-0.0074
"SE633316-146198","WA36456490",510749,6331097,"Station","DJ",-1,0.01,-0.0714
"SE633316-146198","WA36456490",510749,6331097,"Station","IPS",0,0.4042,-0.0225
"SE633316-146198","WA36456490",510749,6331097,"Station","MISA",0,0.1727,0.4501
"SE684091-154384",,586575,6839681,"Station","ACID",-1,0.0115,-0.1525
"SE684091-154384",,586575,6839681,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3703,0.0228
"SE684091-154384",,586575,6839681,"Station","DJ",0,0.2961,-0
"SE684091-154384",,586575,6839681,"Station","IPS",0,0.4044,0.0036
"SE684091-154384",,586575,6839681,"Station","MISA",0,0.235,-0.2997
"SE684262-154542",,587984,6841338,"Station","ACID",0,0.3656,-0.0319
"SE684262-154542",,587984,6841338,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2529,-0.0095
"SE684262-154542",,587984,6841338,"Station","DJ",0,0.203,-0
"SE684262-154542",,587984,6841338,"Station","IPS",0,0.7477,0
"SE684262-154542",,587984,6841338,"Station","MISA",0,1,0.0201
"SE688000-137230","WA72532462",414488,6876502,"Station","ACID",0,0.2712,0.0667
"SE688000-137230","WA72532462",414488,6876502,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8542,-0.0017
"SE688000-137230","WA72532462",414488,6876502,"Station","DJ",0,0.5871,0
"SE688000-137230","WA72532462",414488,6876502,"Station","IPS",0,0.1928,-0.0268
"SE688000-137230","WA72532462",414488,6876502,"Station","MISA",-1,0.0327,-0.2994
"SE633070-131710",,365982,6326928,"Station","ACID",0,0.9554,-0
"SE633070-131710",,365982,6326928,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0092,0.0738
"SE633070-131710",,365982,6326928,"Station","DJ",0,0.0614,0.0385
"SE633070-131710",,365982,6326928,"Station","IPS",0,0.3211,-0
"SE633070-131710",,365982,6326928,"Station","MISA",0,0.1425,0.3592
"SE683560-154758","WA68445149",590204,6834360,"Station","ACID",-1,0.003,-0.1333
"SE683560-154758","WA68445149",590204,6834360,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4743,-0.0418
"SE683560-154758","WA68445149",590204,6834360,"Station","DJ",0,1,-0
"SE683560-154758","WA68445149",590204,6834360,"Station","IPS",0,0.5702,-0
"SE683560-154758","WA68445149",590204,6834360,"Station","MISA",-1,0.0318,-0.978
"SE665649-161397","WA73538296",658796,6656120,"Station","ACID",0,0.7274,0.025
"SE665649-161397","WA73538296",658796,6656120,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0828,-0.0731
"SE665649-161397","WA73538296",658796,6656120,"Station","DJ",0,0.6205,-0.05
"SE665649-161397","WA73538296",658796,6656120,"Station","IPS",0,0.8627,0.0333
"SE665649-161397","WA73538296",658796,6656120,"Station","MISA",0,0.0684,-1.1734
"SE639020-148650","WA45704566",534582,6388400,"Station","ACID",0,0.0656,0.05
"SE639020-148650","WA45704566",534582,6388400,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0609,0.026
"SE639020-148650","WA45704566",534582,6388400,"Station","DJ",0,0.2945,-0
"SE639020-148650","WA45704566",534582,6388400,"Station","IPS",-1,0.0059,-0.0778
"SE639020-148650","WA45704566",534582,6388400,"Station","MISA",0,0.1889,0.3267
"SE724097-151160","WA12679259",549165,7239088,"Station","ACID",0,0.6296,-0.0442
"SE724097-151160","WA12679259",549165,7239088,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1664,-0.037
"SE724097-151160","WA12679259",549165,7239088,"Station","DJ",-1,0.0138,-0.0714
"SE724097-151160","WA12679259",549165,7239088,"Station","IPS",0,0.7232,0
"SE724097-151160","WA12679259",549165,7239088,"Station","MISA",1,0.0095,1.3922
"SE654022-124861","WA54920650",293756,6536656,"Station","ACID",1,0.0114,0.0854
"SE654022-124861","WA54920650",293756,6536656,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0468,0.0209
"SE654022-124861","WA54920650",293756,6536656,"Station","DJ",0,1,0
"SE654022-124861","WA54920650",293756,6536656,"Station","IPS",0,0.1169,0.0148
"SE654022-124861","WA54920650",293756,6536656,"Station","MISA",0,0.7527,-0.26
"SE673813-153174","WA86962872",577507,6736766,"Station","ACID",0,0.2175,0.0589
"SE673813-153174","WA86962872",577507,6736766,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8775,0.0011
"SE673813-153174","WA86962872",577507,6736766,"Station","DJ",0,0.0621,0
"SE673813-153174","WA86962872",577507,6736766,"Station","IPS",0,0.448,0
"SE673813-153174","WA86962872",577507,6736766,"Station","MISA",0,0.3979,-0.362
"SE690530-152405","WA15165797",565845,6903726,"Station","ACID",0,0.3499,-0.0692
"SE690530-152405","WA15165797",565845,6903726,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0026,-0.061
"SE690530-152405","WA15165797",565845,6903726,"Station","DJ",-1,0.0138,-0.1
"SE690530-152405","WA15165797",565845,6903726,"Station","IPS",0,0.6771,-0
"SE690530-152405","WA15165797",565845,6903726,"Station","MISA",0,0.2736,0.5564
"SE707204-161537","WA13229699",655369,7071459,"Station","ACID",0,0.2551,0.0211
"SE707204-161537","WA13229699",655369,7071459,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1744,0.017
"SE707204-161537","WA13229699",655369,7071459,"Station","DJ",0,0.1626,-0
"SE707204-161537","WA13229699",655369,7071459,"Station","IPS",0,0.6695,0
"SE707204-161537","WA13229699",655369,7071459,"Station","MISA",0,1,-0.0432
"SE704792-167352","WA30761275",713922,7046652,"Station","ACID",0,0.6915,0.0267
"SE704792-167352","WA30761275",713922,7046652,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5516,-0.0134
"SE704792-167352","WA30761275",713922,7046652,"Station","DJ",0,0.0586,-0.0909
"SE704792-167352","WA30761275",713922,7046652,"Station","IPS",0,0.7234,-0
"SE704792-167352","WA30761275",713922,7046652,"Station","MISA",0,0.06,0.5312
"SE625195-141220","WA87719053",461950,6249344,"Station","ACID",0,0.2571,-0.05
"SE625195-141220","WA87719053",461950,6249344,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3454,0.0116
"SE625195-141220","WA87719053",461950,6249344,"Station","DJ",1,0.0034,0.0909
"SE625195-141220","WA87719053",461950,6249344,"Station","IPS",0,0.0642,0.0348
"SE625195-141220","WA87719053",461950,6249344,"Station","MISA",0,0.445,0.4913
"SE639042-138349","WA78784216",423955,6381638,"Station","ACID",0,0.9604,-0
"SE639042-138349","WA78784216",423955,6381638,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.102,0.0192
"SE639042-138349","WA78784216",423955,6381638,"Station","DJ",0,0.1948,-0
"SE639042-138349","WA78784216",423955,6381638,"Station","IPS",0,1,-0
"SE639042-138349","WA78784216",423955,6381638,"Station","MISA",0,0.1659,-0.3891
"SE713297-169256","WA27120760",731429,7133714,"Station","ACID",0,0.3281,0.0333
"SE713297-169256","WA27120760",731429,7133714,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.7294,-0.023
"SE713297-169256","WA27120760",731429,7133714,"Station","DJ",0,1,-0
"SE713297-169256","WA27120760",731429,7133714,"Station","IPS",0,0.2776,0
"SE713297-169256","WA27120760",731429,7133714,"Station","MISA",0,1,-0
"SE643455-140114","WA44293011",448738,6431712,"Station","ACID",0,0.3303,-0.0778
"SE643455-140114","WA44293011",448738,6431712,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6804,0.0057
"SE643455-140114","WA44293011",448738,6431712,"Station","DJ",0,0.5704,0
"SE643455-140114","WA44293011",448738,6431712,"Station","IPS",-1,0.01,-0.2
"SE643455-140114","WA44293011",448738,6431712,"Station","MISA",0,0.1744,0.5909
"SE617027-137477","WA78517976",425495,6167274,"Station","ACID",0,0.4976,-0
"SE617027-137477","WA78517976",425495,6167274,"Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2712,0.0119
"SE617027-137477","WA78517976",425495,6167274,"Station","DJ",0,0.543,0
"SE617027-137477","WA78517976",425495,6167274,"Station","IPS",0,0.3796,0.0571
"SE617027-137477","WA78517976",425495,6167274,"Station","MISA",0,0.0769,0.5106
