"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år","Andel regionala data"
"SE668410-150850","Station","Total biovolym cyanobakterier",0,0.2478,-0.6823,1
"NW653647-125036","Station","Bentiskt kvalitetsindex",1,0.0284,0.0129,0
"SE667617-152835","Station","Total biovolym växtplankton",-1,0.0025,-0.2505,1
"SE667617-152835","Station","Total biovolym cyanobakterier",0,0.5633,-0.0092,1
"NW633246-141963","Station","Bentiskt kvalitetsindex",-1,0.0366,-0.0455,0
"SE744629-167999","Station","Bentiskt kvalitetsindex",0,0.0568,-0.0023,0
"NW683582-154935","Station","Bentiskt kvalitetsindex",0,0.4866,-0,0
"SE673800-147327","Station","Total biovolym växtplankton",0,0.86,0.0021,1
"SE673800-147327","Station","Total biovolym cyanobakterier",0,0.5085,-2e-4,1
"SE671610-149518","Station","Total biovolym växtplankton",0,0.8384,0.0077,1
"SE671610-149518","Station","Total biovolym cyanobakterier",1,5e-4,7e-4,1
"SE677240-143250","Station","Total biovolym växtplankton",0,0.4049,0.002,1
"SE677240-143250","Station","Total biovolym cyanobakterier",1,0.0137,2e-4,1
"SE669970-148384","Station","Total biovolym växtplankton",0,0.8918,0.0018,1
"SE669970-148384","Station","Total biovolym cyanobakterier",0,0.9188,1e-4,1
"SE674800-144770","Station","Total biovolym växtplankton",0,0.7085,6e-4,1
"SE674800-144770","Station","Total biovolym cyanobakterier",0,0.386,1e-4,1
"SE638317-138010","Station","Bentiskt kvalitetsindex",0,0.383,9e-4,0
"SE640364-129240","Station","Bentiskt kvalitetsindex",0,0.6202,0.0043,0
"SE670275-146052","Station","Bentiskt kvalitetsindex",0,0.4555,-0,0
"SE666167-138016","Station","Klorofyll a",0,0.0772,0.1778,1
"NW664611-148550","Station","Bentiskt kvalitetsindex",0,0.72,6e-4,0
"SE758208-161749","Station","Bentiskt kvalitetsindex",0,0.1666,-0.016,0
"SE632080-151245","Station","Klorofyll a",0,0.8348,0.0062,1
"SE634360-142750","Station","Klorofyll a",0,0.0735,0.1333,1
"SE686115-155095","Station","Klorofyll a",0,0.4975,0.023,1
"SE685335-154605","Station","Klorofyll a",0,0.1056,0.0375,1
"SE631430-136160","Station","Klorofyll a",0,0.2166,-0.05,1
"SE615807-134835","Station","Klorofyll a",0,0.9551,-0.0065,1
"SE664790-141285","Station","Klorofyll a",-1,0.0193,-0.33,1
"SE661610-140970","Station","Klorofyll a",0,0.1768,-0.1269,1
"SE667288-138583","Station","Klorofyll a",0,0.3107,0.0742,1
"SE616397-135001","Station","Klorofyll a",0,0.3386,0.7389,1
"SE662475-140655","Station","Klorofyll a",-1,0.0369,-0.1453,1
"SE658545-142370","Station","Klorofyll a",0,0.6068,-0.1366,1
"SE657730-142850","Station","Klorofyll a",0,0.661,0.0381,1
"SE659925-141065","Station","Klorofyll a",0,0.4523,-0.2,1
"SE658915-129015","Station","Klorofyll a",0,0.9472,-0,1
"SE646539-150099","Station","Klorofyll a",0,0.0851,0.1566,1
"SE643072-149923","Station","Klorofyll a",0,0.4176,0.0468,1
"SE653017-148572","Station","Klorofyll a",0,0.843,0.0128,1
"SE644992-151974","Station","Klorofyll a",0,0.0752,1.5278,1
"SE651060-149500","Station","Klorofyll a",0,0.937,0.0175,1
"SE659300-127600","Station","Klorofyll a",0,0.0967,0.05,1
"SE650043-150589","Station","Klorofyll a",0,0.0576,-0.2857,1
"SE644725-150620","Station","Klorofyll a",0,0.2257,0.0214,1
"SE658620-129660","Station","Klorofyll a",0,0.9205,0,1
"SE654430-129635","Station","Klorofyll a",-1,0.0353,-0.0744,1
"SE656470-128975","Station","Klorofyll a",0,0.8229,-0.005,1
"SE651275-150350","Station","Klorofyll a",0,0.0892,0.3065,1
"SE622690-140515","Station","Klorofyll a",0,0.0538,1.86,1
"SE641163-146402","Station","Klorofyll a",0,0.1723,0.0583,1
"SE653370-130195","Station","Klorofyll a",0,0.0598,-0.0636,1
"SE648790-149035","Station","Klorofyll a",0,0.9055,-0.0031,1
"SE643293-146870","Station","Klorofyll a",0,0.2585,0.0286,1
"SE649975-146250","Station","Klorofyll a",0,0.0968,0.0935,1
"SE657900-129060","Station","Klorofyll a",0,0.3553,-0.0195,1
"SE646062-153130","Station","Klorofyll a",1,0.0469,0.0389,1
"SE673476-148942","Station","Total biovolym växtplankton",0,0.6519,0.0042,1
"SE673476-148942","Station","Total biovolym cyanobakterier",0,0.396,-0,1
"SE630475-143615","Station","Klorofyll a",,0.05,-2,1
"SE677800-149235","Station","Total biovolym växtplankton",0,0.6315,0.0035,1
"SE677800-149235","Station","Total biovolym cyanobakterier",0,0.2839,4e-4,1
"SE660550-144850","Station","Klorofyll a",0,0.9813,0,1
"SE664550-145255","Station","Klorofyll a",0,0.3265,-0.119,1
"SE668095-145360","Station","Klorofyll a",0,0.3826,-0.0333,1
"SE668930-152278","Station","Total biovolym växtplankton",0,0.317,-0.003,1
"SE668930-152278","Station","Total biovolym cyanobakterier",1,0.0322,,1
"SE673325-147583","Station","Total biovolym växtplankton",0,0.3699,-0.0088,1
"SE673325-147583","Station","Total biovolym cyanobakterier",0,0.0763,6e-4,1
"SE668662-152168","Station","Total biovolym växtplankton",0,0.3813,-0.0036,1
"SE668662-152168","Station","Total biovolym cyanobakterier",-1,0.0254,,1
"SE672775-148457","Station","Total biovolym växtplankton",-1,0.0035,-0.0324,1
"SE672775-148457","Station","Total biovolym cyanobakterier",1,0.0031,0.0035,1
"SE670515-152176","Station","Total biovolym växtplankton",0,0.955,-0.0011,1
"SE670515-152176","Station","Total biovolym cyanobakterier",1,0.0019,0.0017,1
"SE686325-133875","Station","Total biovolym växtplankton",0,0.5734,5e-4,1
"SE686325-133875","Station","Total biovolym cyanobakterier",0,0.0993,1e-4,1
"SE648950-137940","Station","Klorofyll a",0,0.4017,0.1364,1
"SE663590-145380","Station","Klorofyll a",0,0.5905,0.0108,1
"SE669050-149515","Station","Total biovolym växtplankton",-1,0.0023,-0.0301,1
"SE669050-149515","Station","Total biovolym cyanobakterier",0,0.6767,3e-4,1
"SE660148-145753","Station","Klorofyll a",0,0.1858,0.1684,1
"SE665945-145035","Station","Klorofyll a",0,0.2048,0.0372,1
"SE663250-146150","Station","Klorofyll a",0,0.1678,-0.3485,1
"SE653060-143655","Station","Klorofyll a",0,0.3311,0.0167,1
"SE656535-142575","Station","Klorofyll a",0,0.2898,-0.0571,1
"SE649570-139120","Station","Klorofyll a",0,0.2704,0.1,1
"SE669042-153510","Station","Total biovolym växtplankton",0,0.6118,0.006,1
"SE669042-153510","Station","Total biovolym cyanobakterier",0,0.1143,3e-4,1
"SE675320-140370","Station","Total biovolym växtplankton",,0.05,0.0177,1
"SE675320-140370","Station","Total biovolym cyanobakterier",0,0.2783,6e-4,1
"SE673915-150600","Station","Total biovolym växtplankton",0,0.9667,-1e-4,1
"SE673915-150600","Station","Total biovolym cyanobakterier",0,0.359,3e-4,1
"SE630490-142380","Station","Klorofyll a",0,0.3374,0.25,1
"SE684515-136015","Station","Total biovolym växtplankton",0,0.6753,0.0017,1
"SE684515-136015","Station","Total biovolym cyanobakterier",0,0.1413,0,1
"SE667115-145420","Station","Klorofyll a",1,0.006,0.1429,1
"SE678630-145940","Station","Total biovolym växtplankton",0,0.4986,0.007,1
"SE678630-145940","Station","Total biovolym cyanobakterier",0,0.2594,-1e-4,1
"SE662160-147870","Station","Klorofyll a",0,0.2239,-0.0768,1
"SE669125-148046","Station","Total biovolym växtplankton",0,0.5047,0.0031,1
"SE669125-148046","Station","Total biovolym cyanobakterier",1,6e-4,0.0017,1
"SE641650-138495","Station","Klorofyll a",0,0.1453,0.0412,1
"SE658980-147580","Station","Klorofyll a",1,0.0095,0.3481,1
"SE670938-149512","Station","Total biovolym växtplankton",0,0.1962,-0.0576,1
"SE670938-149512","Station","Total biovolym cyanobakterier",0,0.317,0.0027,1
"SE659728-145030","Station","Klorofyll a",0,0.4401,-0.0207,1
"SE632680-145380","Station","Klorofyll a",0,0.6335,-0.0556,1
"SE630428-144034","Station","Klorofyll a",-1,0.0402,-0.95,1
"SE630500-143950","Station","Klorofyll a",-1,0.0063,-1.1708,1
"SE758208-161749","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2904,-0.0166,0
"SE758208-161749","Station","MILA 2018",0,0.4282,-0.2368,0
"SE633989-140731","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.402,0.005,0
"SE633989-140731","Station","MILA 2018",0,0.3001,-0.1879,0
"SE655275-153234","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,1e-4,0.0245,0
"SE655275-153234","Station","Total biovolym växtplankton",-1,0.0048,-0.1938,0
"SE655275-153234","Station","Bentiskt kvalitetsindex",0,0.0716,0.0463,0
"SE655275-153234","Station","Total biovolym cyanobakterier",0,0.1583,-0.0024,0
"SE655275-153234","Station","MILA 2018",0,0.0524,0.2702,0
"SE642489-151724","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,1e-4,-0.0519,0
"SE642489-151724","Station","MILA 2018",0,0.6168,0.1473,0
"SE647050-130644","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5216,-0.0039,0
"SE647050-130644","Station","Total biovolym växtplankton",0,0.0606,-0.0261,0
"SE647050-130644","Station","Bentiskt kvalitetsindex",0,0.2383,-0,0
"SE647050-130644","Station","Total biovolym cyanobakterier",0,0.6168,-2e-4,0
"SE647050-130644","Station","MILA 2018",0,0.6277,-0.0679,0
"SE623624-141149","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3541,-0.0055,0
"SE623624-141149","Station","Total biovolym växtplankton",-1,0.0175,-0.0696,0
"SE623624-141149","Station","Bentiskt kvalitetsindex",0,0.5078,-0,0
"SE623624-141149","Station","Total biovolym cyanobakterier",0,0.2266,3e-4,0
"SE623624-141149","Station","MILA 2018",0,0.1718,-0.1715,0
"SE642555-168553","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0221,-0.0197,0
"SE642555-168553","Station","Total biovolym växtplankton",-1,0.0054,-0.0148,0
"SE642555-168553","Station","Bentiskt kvalitetsindex",0,0.9738,0,0
"SE642555-168553","Station","Total biovolym cyanobakterier",0,0.4874,0.0018,0
"SE642555-168553","Station","MILA 2018",0,0.3092,-0.3966,0
"SE713404-172465","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9627,0,0
"SE713404-172465","Station","Total biovolym växtplankton",1,0.0255,0.0078,0
"SE713404-172465","Station","Bentiskt kvalitetsindex",0,0.6768,0,0
"SE713404-172465","Station","Total biovolym cyanobakterier",1,0.0106,0.001,0
"SE713404-172465","Station","MILA 2018",0,0.2723,0.2446,0
"SE652707-159032","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.7078,0.0028,0
"SE652707-159032","Station","Total biovolym växtplankton",0,0.4044,0.0022,0
"SE652707-159032","Station","Bentiskt kvalitetsindex",0,0.7224,2e-4,0
"SE652707-159032","Station","Total biovolym cyanobakterier",0,0.2266,-6e-4,0
"SE652707-159032","Station","MILA 2018",0,0.7914,-0.0385,0
"NW627437-149509","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0446,-0.0113,0
"NW627437-149509","Station","MILA 2018",0,0.9297,0.0308,0
"SE658086-130264","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2512,0.0106,0
"SE658086-130264","Station","MILA 2018",-1,0.0076,-0.4905,0
"SE664197-149337","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6765,-0.0011,0
"SE664197-149337","Station","Total biovolym växtplankton",0,0.6315,-0.0028,0
"SE664197-149337","Station","Bentiskt kvalitetsindex",0,0.3217,-0,0
"SE664197-149337","Station","Total biovolym cyanobakterier",1,0.0124,9e-4,0
"SE664197-149337","Station","MILA 2018",0,0.2266,-0.2385,0
"SE656263-156963","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.3772,-0.004,0
"SE656263-156963","Station","Total biovolym växtplankton",0,1,1e-4,0
"SE656263-156963","Station","Total biovolym cyanobakterier",0,0.8701,1e-4,0
"SE656263-156963","Station","MILA 2018",0,0.8948,0.0208,0
"SE713131-144608","Station","Total biovolym växtplankton",1,0.0194,0.0025,0
"SE713131-144608","Station","Total biovolym cyanobakterier",1,2e-4,3e-4,0
"SE638950-140071","Station","Klorofyll a",0,0.7136,0.04,1
"SE663365-161779","Station","Total biovolym växtplankton",0,0.8349,-0.0116,0
"SE663365-161779","Station","Total biovolym cyanobakterier",0,0.2973,-0.0249,0
"SE663907-156927","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5807,-0.0024,0
"SE663907-156927","Station","Total biovolym växtplankton",0,0.723,0.0042,0
"SE663907-156927","Station","Bentiskt kvalitetsindex",-1,0.0345,,0
"SE663907-156927","Station","Total biovolym cyanobakterier",0,0.2603,7e-4,0
"SE663907-156927","Station","MILA 2018",0,0.7243,0.0405,0
"SE651558-143620","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.4147,-0.006,0
"SE651558-143620","Station","Total biovolym växtplankton",0,0.0551,-0.0543,0
"SE651558-143620","Station","Bentiskt kvalitetsindex",-1,0.019,,0
"SE651558-143620","Station","Total biovolym cyanobakterier",0,0.8025,0,0
"SE651558-143620","Station","MILA 2018",0,0.2901,0.1454,0
"SE633025-142267","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2515,-0.0076,0
"SE633025-142267","Station","MILA 2018",0,0.2704,-0.1411,0
"SE638725-146677","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.184,-0.0119,0
"SE638725-146677","Station","Total biovolym växtplankton",0,0.9667,-2e-4,0
"SE638725-146677","Station","Bentiskt kvalitetsindex",0,0.2023,-0.0178,0
"SE638725-146677","Station","Total biovolym cyanobakterier",0,0.9667,-0,0
"SE638725-146677","Station","MILA 2018",0,0.2704,0.2581,0
"NW645343-128665","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.86,-0.001,0
"NW645343-128665","Station","MILA 2018",1,0.0246,0.3162,0
"SE660749-161885","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1396,-0.0098,0
"SE660749-161885","Station","Total biovolym växtplankton",0,0.3813,-0.0094,0
"SE660749-161885","Station","Bentiskt kvalitetsindex",-1,0.0033,-0.05,0
"SE660749-161885","Station","Total biovolym cyanobakterier",0,0.5878,-0.0012,0
"SE660749-161885","Station","MILA 2018",0,0.5968,0.0799,0
"SE672729-138082","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.5813,-0.005,0
"SE672729-138082","Station","Total biovolym växtplankton",0,0.2266,-0.0058,0
"SE672729-138082","Station","Bentiskt kvalitetsindex",0,0.6835,0,0
"SE672729-138082","Station","Total biovolym cyanobakterier",1,0.003,,0
"SE672729-138082","Station","MILA 2018",0,0.1718,-0.2286,0
"SE677506-156174","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1346,-0.0153,0
"SE677506-156174","Station","Total biovolym växtplankton",-1,0.0086,-0.105,0
"SE677506-156174","Station","Bentiskt kvalitetsindex",0,0.1016,0.0351,0
"SE677506-156174","Station","Total biovolym cyanobakterier",0,0.0799,4e-4,0
"SE677506-156174","Station","MILA 2018",0,0.2525,-0.512,0
"SE646293-126302","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.9578,-9e-4,0
"SE646293-126302","Station","Total biovolym växtplankton",0,0.7098,-0.0143,0
"SE646293-126302","Station","Bentiskt kvalitetsindex",0,0.8519,-0,0
"SE646293-126302","Station","Total biovolym cyanobakterier",0,0.785,-4e-4,0
"SE646293-126302","Station","MILA 2018",-1,0.0071,-0.493,0
"SE651578-146163","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.2991,-0.008,0
"SE651578-146163","Station","MILA 2018",0,0.378,0.1205,0
"SE635878-137392","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.1858,-0.0149,0
"SE635878-137392","Station","MILA 2018",0,0.1339,0.2995,0
"SE667151-149602","Station","Total biovolym växtplankton",0,0.3813,0.0025,0
"SE667151-149602","Station","Bentiskt kvalitetsindex",0,0.0525,-0,0
"SE667151-149602","Station","Total biovolym cyanobakterier",0,0.2034,3e-4,0
"SE704955-159090","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.0775,0.0167,0
"SE704955-159090","Station","Total biovolym växtplankton",0,0.1231,-0.0026,0
"SE704955-159090","Station","Bentiskt kvalitetsindex",1,0.0483,0.0345,0
"SE704955-159090","Station","Total biovolym cyanobakterier",0,0.7973,-1e-4,0
"SE704955-159090","Station","MILA 2018",0,0.3546,0.1587,0
"SE632231-136476","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,4e-4,-0.0357,0
"SE632231-136476","Station","MILA 2018",0,0.2901,0.2125,0
"SE615365-134524","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",-1,0.0011,-0.0245,0
"SE615365-134524","Station","Total biovolym växtplankton",0,0.1176,-0.1562,0
"SE615365-134524","Station","Bentiskt kvalitetsindex",0,1,-0,0
"SE615365-134524","Station","Total biovolym cyanobakterier",0,0.3875,-0.0347,0
"SE615365-134524","Station","MILA 2018",0,0.0856,0.5434,0
"SE630605-144655","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,0.0172,0.015,0
"SE630605-144655","Station","Total biovolym växtplankton",0,0.6168,0.006,0
"SE630605-144655","Station","Bentiskt kvalitetsindex",-1,0.0223,-0.0021,0
"SE630605-144655","Station","Total biovolym cyanobakterier",0,0.7075,1e-4,0
"SE630605-144655","Station","MILA 2018",0,0.2704,-0.3863,0
"SE632515-146675","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",1,9e-4,0.0333,0
"SE632515-146675","Station","Total biovolym växtplankton",0,0.8675,9e-4,0
"SE632515-146675","Station","Bentiskt kvalitetsindex",1,0.0243,,0
"SE632515-146675","Station","Total biovolym cyanobakterier",1,8e-4,,0
"SE632515-146675","Station","MILA 2018",1,0,0.8768,0
"SE639047-149701","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.8334,0.0027,0
"SE639047-149701","Station","Total biovolym växtplankton",0,0.7913,6e-4,0
"SE639047-149701","Station","Bentiskt kvalitetsindex",0,0.2424,-0,0
"SE639047-149701","Station","Total biovolym cyanobakterier",1,0.0173,3e-4,0
"SE639047-149701","Station","MILA 2018",0,0.907,-0.0268,0
"SE650061-142276","Station","Generell påverkan på bottenfauna i sötvatten (ASPT)",0,0.6898,0.0018,0
