"VattenID","Vattenkategori","VariabelID","Bedömningsår","Årsvärde","Standardfel","Trendvärde","Antal provtagningstillfällen","Andel regionala data"
"SE664485-150918","Station","Klorofyll a",2007,15.4,,11.004960203387686,1,1
"SE664485-150918","Station","Klorofyll a",2008,12,,11.004930481522699,1,1
"SE664485-150918","Station","Klorofyll a",2009,10.1,,11.004901358317971,1,1
"SE664485-150918","Station","Klorofyll a",2010,6.9,,11.00487318348446,1,1
"SE664485-150918","Station","Klorofyll a",2011,6.1,,11.004846100449129,1,1
"SE664485-150918","Station","Klorofyll a",2012,11,,11.004820107758736,1,1
"SE664485-150918","Station","Klorofyll a",2013,6.7,,11.004795400234059,1,1
"SE664485-150918","Station","Klorofyll a",2014,9.9,,11.004772402757611,1,1
"SE664485-150918","Station","Klorofyll a",2015,4.3,,11.004751227137952,1,1
"SE664485-150918","Station","Klorofyll a",2016,8.3,,11.004731202440944,1,1
"SE666429-146783","Station","Klorofyll a",1978,1.7049999999999998,,3.1178150286156407,1,1
"SE666429-146783","Station","Klorofyll a",1979,2.563,,3.1508579402310533,1,1
"SE666429-146783","Station","Klorofyll a",1980,3.149,,3.184303342598775,2,1
"SE666429-146783","Station","Klorofyll a",1982,0.7,,3.2530081265991715,1,1
"SE666429-146783","Station","Klorofyll a",1983,3.4,,3.2880566770756237,1,1
"SE666429-146783","Station","Klorofyll a",1984,2.5,,3.323396452318202,1,1
"SE666429-146783","Station","Klorofyll a",1985,4.4,,3.3589482091347174,1,1
"SE666429-146783","Station","Klorofyll a",1986,3.7,,3.394625717360468,1,1
"SE666429-146783","Station","Klorofyll a",1987,4.6,,3.4303017522593025,2,1
"SE666429-146783","Station","Klorofyll a",1988,4.9,,3.4658566032331004,1,1
"SE666429-146783","Station","Klorofyll a",1990,4,,3.53640277903386,1,1
"SE666429-146783","Station","Klorofyll a",1991,5,,3.571361588563135,1,1
"SE666429-146783","Station","Klorofyll a",1992,0.5,,3.606060359334716,1,1
"SE666429-146783","Station","Klorofyll a",1993,6.6,,3.6404619551249855,1,1
"SE666429-146783","Station","Klorofyll a",1994,4,,3.674569847378987,1,1
"SE666429-146783","Station","Klorofyll a",1995,3.3,,3.7084019869936333,1,1
"SE666429-146783","Station","Klorofyll a",1996,0.5,,3.741950794579052,1,1
"SE666429-146783","Station","Klorofyll a",1997,2,,3.775182409192656,1,1
"SE666429-146783","Station","Klorofyll a",1998,4.7,,3.8080502012628035,1,1
"SE666429-146783","Station","Klorofyll a",1999,4.2,,3.840481436594427,1,1
"SE666429-146783","Station","Klorofyll a",2000,6.1,,3.8723673511068273,1,1
"SE666429-146783","Station","Klorofyll a",2001,4,,3.9036047027779928,1,1
"SE666429-146783","Station","Klorofyll a",2002,3.3,,3.9341504561536356,1,1
"SE666429-146783","Station","Klorofyll a",2003,4.5,,3.964007141265382,1,1
"SE666429-146783","Station","Klorofyll a",2004,3.6,,3.9931514497501386,1,1
"SE666429-146783","Station","Klorofyll a",2005,4.1,,4.021511769678315,1,1
"SE666429-146783","Station","Klorofyll a",2006,3.7,,4.049028645378038,1,1
"SE666429-146783","Station","Klorofyll a",2007,4.9,,4.075696478280672,1,1
"SE666429-146783","Station","Klorofyll a",2008,3.9,,4.101510755313333,1,1
"SE666429-146783","Station","Klorofyll a",2009,5.8,,4.126407602182917,1,1
"SE666429-146783","Station","Klorofyll a",2010,4.2,,4.150314925173034,1,1
"SE666429-146783","Station","Klorofyll a",2011,7.9,,4.1732569898304295,1,1
"SE666429-146783","Station","Klorofyll a",2012,3.5,,4.195342099961326,1,1
"SE666429-146783","Station","Klorofyll a",2013,3.1,,4.216629940410265,1,1
"SE666429-146783","Station","Klorofyll a",2014,3.4,,4.237093691985614,1,1
"SE666429-146783","Station","Klorofyll a",2015,3.6,,4.256793692964195,1,1
"SE666429-146783","Station","Klorofyll a",2016,3.4,,4.276039100303557,1,1
"SE666743-148287","Station","Klorofyll a",1978,7.8,,10.346723569093804,1,1
"SE666743-148287","Station","Klorofyll a",1979,23.4,,10.177779107747599,1,1
"SE666743-148287","Station","Klorofyll a",1980,10.8,,10.008833566998206,2,1
"SE666743-148287","Station","Klorofyll a",1981,12.7,,9.839886573574264,1,1
"SE666743-148287","Station","Klorofyll a",1982,2.6,,9.670938683211102,1,1
"SE666743-148287","Station","Klorofyll a",1983,5.8,,9.501990644100676,1,1
"SE666743-148287","Station","Klorofyll a",1984,5.5,,9.333042736157068,1,1
"SE666743-148287","Station","Klorofyll a",1985,12,,9.164094911626762,1,1
"SE666743-148287","Station","Klorofyll a",1986,5.7,,8.995147227676332,1,1
"SE666743-148287","Station","Klorofyll a",1987,8.45,,8.826199854863907,2,1
"SE666743-148287","Station","Klorofyll a",1988,10,,8.657252800491527,1,1
"SE666743-148287","Station","Klorofyll a",1990,20,,8.319359245302119,1,1
"SE666743-148287","Station","Klorofyll a",1991,6,,8.15041285581608,1,1
"SE666743-148287","Station","Klorofyll a",1992,8,,7.981467155960102,1,1
"SE666743-148287","Station","Klorofyll a",1993,7.5,,7.812522577100023,1,1
"SE666743-148287","Station","Klorofyll a",1994,9.1,,7.643579437134324,1,1
"SE666743-148287","Station","Klorofyll a",1995,4.7,,7.474638078766375,1,1
"SE666743-148287","Station","Klorofyll a",1996,0.5,,7.3056989417957245,1,1
"SE666743-148287","Station","Klorofyll a",1997,2.9,,7.136762363162045,1,1
"SE666743-148287","Station","Klorofyll a",1998,9.4,,6.967828388049767,1,1
"SE666743-148287","Station","Klorofyll a",1999,7.3,,6.798896891237809,1,1
"SE666743-148287","Station","Klorofyll a",2000,6.5,,6.629967835005731,1,1
"SE666743-148287","Station","Klorofyll a",2001,5.9,,6.461041298634266,1,1
"SE666743-148287","Station","Klorofyll a",2002,5,,6.292117293905927,1,1
"SE666743-148287","Station","Klorofyll a",2003,5.4,,6.123195699957392,1,1
"SE666743-148287","Station","Klorofyll a",2004,5.9,,5.954276410747734,1,1
"SE666743-148287","Station","Klorofyll a",2005,5.8,,5.785359418206605,1,1
"SE666743-148287","Station","Klorofyll a",2006,5,,5.6164446755384905,1,1
"SE666743-148287","Station","Klorofyll a",2007,4.8,,5.447531982743714,1,1
"SE666743-148287","Station","Klorofyll a",2008,8.1,,5.278621123294116,1,1
"SE666743-148287","Station","Klorofyll a",2009,6.3,,5.109712054790741,1,1
"SE666743-148287","Station","Klorofyll a",2010,4.7,,4.940804833979408,1,1
"SE666743-148287","Station","Klorofyll a",2011,3.9,,4.771899388245918,1,1
"SE666743-148287","Station","Klorofyll a",2012,4.5,,4.602995538576801,1,1
"SE666743-148287","Station","Klorofyll a",2013,3.6,,4.43409328380687,1,1
"SE666743-148287","Station","Klorofyll a",2014,6.4,,4.265192836839141,1,1
"SE666743-148287","Station","Klorofyll a",2015,3.3,,4.096294158777189,1,1
"SE666743-148287","Station","Klorofyll a",2016,4.6,,3.92739655708451,1,1
"SE662002-152205","Station","Klorofyll a",1978,31.3,,23.390570276951802,1,1
"SE662002-152205","Station","Klorofyll a",1979,26.1,,23.390629765816826,1,1
"SE662002-152205","Station","Klorofyll a",1980,16.85,,23.390688966260182,2,1
"SE662002-152205","Station","Klorofyll a",1981,15.4,,23.39074775472003,1,1
"SE662002-152205","Station","Klorofyll a",1982,6.5,,23.390806192319904,1,1
"SE662002-152205","Station","Klorofyll a",1983,21,,23.390864297391563,1,1
"SE662002-152205","Station","Klorofyll a",1984,9.4,,23.390921875715353,1,1
"SE662002-152205","Station","Klorofyll a",1985,16,,23.390978579327204,1,1
"SE662002-152205","Station","Klorofyll a",1986,11,,23.391034011933453,1,1
"SE662002-152205","Station","Klorofyll a",1987,13.5,,23.39108769694059,2,1
"SE662002-152205","Station","Klorofyll a",1988,23,,23.391139000138153,1,1
"SE662002-152205","Station","Klorofyll a",1989,36,,23.391187178400116,1,1
"SE662002-152205","Station","Klorofyll a",1990,21,,23.3912315113314,1,1
"SE662002-152205","Station","Klorofyll a",1991,16,,23.391271346498236,1,1
"SE662002-152205","Station","Klorofyll a",1992,40,,23.391306043909967,1,1
"SE662002-152205","Station","Klorofyll a",1993,8.8,,23.391334951872853,1,1
"SE662002-152205","Station","Klorofyll a",1994,29,,23.391357441350266,1,1
"SE662002-152205","Station","Klorofyll a",1995,35,,23.391372891809375,1,1
"SE662002-152205","Station","Klorofyll a",1996,2.3,,23.39138063880358,1,1
"SE662002-152205","Station","Klorofyll a",1997,166.2,,23.391380074302248,1,1
"SE662002-152205","Station","Klorofyll a",1998,26.1,,23.39137096082353,1,1
"SE662002-152205","Station","Klorofyll a",1999,20,,23.391353682867837,1,1
"SE662002-152205","Station","Klorofyll a",2000,11.2,,23.391329120904032,1,1
"SE662002-152205","Station","Klorofyll a",2001,23.9,,23.39129823184086,1,1
"SE662002-152205","Station","Klorofyll a",2002,12.2,,23.391261751212962,1,1
"SE662002-152205","Station","Klorofyll a",2003,19.8,,23.391220250977177,1,1
"SE662002-152205","Station","Klorofyll a",2004,42.3,,23.391174349208484,1,1
"SE662002-152205","Station","Klorofyll a",2005,11.3,,23.391124756327663,1,1
"SE662002-152205","Station","Klorofyll a",2006,7.3,,23.39107214338574,1,1
"SE662002-152205","Station","Klorofyll a",2007,24.1,,23.391017059107313,1,1
"SE662002-152205","Station","Klorofyll a",2008,23.8,,23.3909599945726,1,1
"SE662002-152205","Station","Klorofyll a",2009,17.8,,23.390901453749112,1,1
"SE662002-152205","Station","Klorofyll a",2010,16.1,,23.39084190615874,1,1
"SE662002-152205","Station","Klorofyll a",2011,21,,23.3907817091793,1,1
"SE662002-152205","Station","Klorofyll a",2012,16,,23.39072114125861,1,1
"SE662002-152205","Station","Klorofyll a",2013,16,,23.3906605010267,1,1
"SE662002-152205","Station","Klorofyll a",2014,29,,23.390600094579025,1,1
"SE662002-152205","Station","Klorofyll a",2015,11,,23.390540073405983,1,1
"SE662002-152205","Station","Klorofyll a",2016,19,,23.390480323621283,1,1
"SE667245-146795","Station","Klorofyll a",1978,11.3,,8.47172012591111,1,1
"SE667245-146795","Station","Klorofyll a",1979,14.8,,8.471721098504604,1,1
"SE667245-146795","Station","Klorofyll a",1980,9.15,,8.471721532110182,2,1
"SE667245-146795","Station","Klorofyll a",1981,6,,8.471721085027122,1,1
"SE667245-146795","Station","Klorofyll a",1982,8.4,,8.471719777537828,1,1
"SE667245-146795","Station","Klorofyll a",1983,6.5,,8.471717807602696,1,1
"SE667245-146795","Station","Klorofyll a",1984,5.1,,8.471715271818029,1,1
"SE667245-146795","Station","Klorofyll a",1985,8.5,,8.471712115619361,1,1
"SE667245-146795","Station","Klorofyll a",1987,8.3,,8.471703831420207,1,1
"SE667245-146795","Station","Klorofyll a",1988,9.1,,8.471698813062268,1,1
"SE667245-146795","Station","Klorofyll a",1990,16,,8.471687114845984,1,1
"SE667245-146795","Station","Klorofyll a",1991,6,,8.471680403965916,1,1
"SE667245-146795","Station","Klorofyll a",1992,15,,8.471673189216222,1,1
"SE667245-146795","Station","Klorofyll a",1993,6.5,,8.471665562598027,1,1
"SE667245-146795","Station","Klorofyll a",1994,16,,8.471657569219545,1,1
"SE667245-146795","Station","Klorofyll a",1995,6.7,,8.47164925400277,1,1
"SE667245-146795","Station","Klorofyll a",1996,1.5,,8.47164072627706,1,1
"SE667245-146795","Station","Klorofyll a",1997,4,,8.471632118429806,1,1
"SE667245-146795","Station","Klorofyll a",1998,10.9,,8.471623497313534,1,1
"SE667245-146795","Station","Klorofyll a",1999,8.1,,8.47161486975875,1,1
"SE667245-146795","Station","Klorofyll a",2000,5.1,,8.471606268383779,1,1
"SE667245-146795","Station","Klorofyll a",2001,9.3,,8.471597774085641,1,1
"SE667245-146795","Station","Klorofyll a",2002,5.3,,8.471589443437692,1,1
"SE667245-146795","Station","Klorofyll a",2003,8.2,,8.471581269641154,1,1
"SE667245-146795","Station","Klorofyll a",2004,7.2,,8.47157324289857,1,1
"SE667245-146795","Station","Klorofyll a",2005,6.3,,8.471565402538642,1,1
"SE667245-146795","Station","Klorofyll a",2006,31.3,,8.471557793443793,1,1
"SE667245-146795","Station","Klorofyll a",2007,6.1,,8.471550421143824,1,1
"SE667245-146795","Station","Klorofyll a",2008,6.9,,8.471543315917426,1,1
"SE667245-146795","Station","Klorofyll a",2009,5,,8.471536613390475,1,1
"SE667245-146795","Station","Klorofyll a",2010,5.3,,8.471530488249117,1,1
"SE667245-146795","Station","Klorofyll a",2011,7.3,,8.471525007211264,1,1
"SE667245-146795","Station","Klorofyll a",2012,6.1,,8.471520139575409,1,1
"SE667245-146795","Station","Klorofyll a",2013,7.3,,8.471515940639593,1,1
"SE667245-146795","Station","Klorofyll a",2014,5.4,,8.4715126002225265,1,1
"SE667245-146795","Station","Klorofyll a",2015,10,,8.471510176787728,1,1
"SE667245-146795","Station","Klorofyll a",2016,3.5,,8.471508338192175,1,1
"SE665524-149173","Station","Klorofyll a",1978,9.2,,9.068697142965899,1,1
"SE665524-149173","Station","Klorofyll a",1979,13.5,,9.010468159786607,1,1
"SE665524-149173","Station","Klorofyll a",1980,10.5,,8.95223853396593,2,1
"SE665524-149173","Station","Klorofyll a",1981,12.6,,8.894007925192094,1,1
"SE665524-149173","Station","Klorofyll a",1982,4.7,,8.83577644540702,1,1
"SE665524-149173","Station","Klorofyll a",1983,5.6,,8.777544345566513,1,1
"SE665524-149173","Station","Klorofyll a",1984,4.6,,8.719311694206946,1,1
"SE665524-149173","Station","Klorofyll a",1985,5.3,,8.661078414416746,1,1
"SE665524-149173","Station","Klorofyll a",1986,13,,8.602844478258028,1,1
"SE665524-149173","Station","Klorofyll a",1987,12,,8.544609929213513,2,1
"SE665524-149173","Station","Klorofyll a",1988,11,,8.486374770335264,1,1
"SE665524-149173","Station","Klorofyll a",1990,21,,8.369902580753475,1,1
"SE665524-149173","Station","Klorofyll a",1991,11,,8.311665702379933,1,1
"SE665524-149173","Station","Klorofyll a",1992,0.5,,8.253428566631293,1,1
"SE665524-149173","Station","Klorofyll a",1993,7.2,,8.195191400244985,1,1
"SE665524-149173","Station","Klorofyll a",1994,3.3,,8.136954337921859,1,1
"SE665524-149173","Station","Klorofyll a",1995,8.4,,8.078717486166278,1,1
"SE665524-149173","Station","Klorofyll a",1996,0.5,,8.02048097819839,1,1
"SE665524-149173","Station","Klorofyll a",1997,4.2,,7.962244909435838,1,1
"SE665524-149173","Station","Klorofyll a",1998,12.4,,7.904009268048315,1,1
"SE665524-149173","Station","Klorofyll a",1999,8.4,,7.845773993653916,1,1
"SE665524-149173","Station","Klorofyll a",2000,9.7,,7.787539087764681,1,1
"SE665524-149173","Station","Klorofyll a",2001,10.6,,7.729304616708954,1,1
"SE665524-149173","Station","Klorofyll a",2002,5.8,,7.671070625721991,1,1
"SE665524-149173","Station","Klorofyll a",2003,7.2,,7.612837120458881,1,1
"SE665524-149173","Station","Klorofyll a",2004,6.8,,7.554604141532164,1,1
"SE665524-149173","Station","Klorofyll a",2005,5.8,,7.496371785539132,1,1
"SE665524-149173","Station","Klorofyll a",2006,5.9,,7.438140112819738,1,1
