"VattenID","Vattenkategori","VariabelID","Trendens signifikans","p-värde","Medianförändring per år"
"SE691743-155984","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",-1,0.0342,-0.0777
"SE678924-156862","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",-1,0.0012,-0.2984
"SE705438-167938","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",1,0.0171,0.0321
"SE708979-170865","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.7648,-0.0531
"SE700773-157350","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.5045,-0.1287
"SE707160-168739","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.6289,0.0133
"SE726942-176351","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",1,0.0014,0.0129
"SE732407-183604","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.2056,0.2576
"SE729186-178575","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.315,-0.1471
"SE726410-175525","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.5144,-0.0451
"SE711900-175034","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.4031,-0.0058
"SE733833-177925","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.2727,0.0295
"SE719095-173622","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.1515,-0.0628
"SE733351-187900","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.0691,0.5205
"SE733222-181059","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.3861,0.0031
"SE641071-127372","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.2663,1.0904
"SE628877-132040","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.1023,-0.0542
"SE635136-128895","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",-1,0.0132,-0.2909
"SE631338-129833","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.8479,-0.0046
"SE647582-127369","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.1147,0.0095
"SE653621-125394","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.8359,-7e-4
"SE648930-125964","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",1,9e-4,0.0979
"SE621205-131122","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",-1,0,-0.0476
"SE632033-152167","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.9479,-0.0016
"SE639339-154122","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.3695,-0.0019
"SE633520-153920","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.8002,-0.0028
"SE620277-140091","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.6509,0.0246
"SE627831-152255","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",-1,1e-4,-0.0331
"SE623006-149119","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.3004,0.0045
"SE649673-151838","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",1,1e-4,0.4091
"SE622950-143450","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.4295,-0.0143
"SE658065-162841","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.1056,-0.5157
"SE652370-156442","Flodmynning","Belastning lättillgänglig fosfor från flodmynningar",0,0.4662,-0.0132
"SE671742-158974","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-1.7518
"SE683661-156793","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.0847
"SE669500-163246","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.0153
"SE672915-157210","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.2144
"SE703055-166572","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.1883
"SE693587-158205","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-2.3949
"SE691743-155984","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.9232
"SE678924-156862","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-2.1373
"SE705438-167938","Flodmynning","Total fosforbelastning från flodmynningar",0,0.0542,-0.0909
"SE708979-170865","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-2.2161
"SE700773-157350","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-2.2146
"SE707160-168739","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0201,-0.1695
"SE726942-176351","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0227,-0.0127
"SE732407-183604","Flodmynning","Total fosforbelastning från flodmynningar",-1,7e-4,-1.8888
"SE729186-178575","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-2.0477
"SE726410-175525","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0421,-0.3616
"SE711900-175034","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.0944
"SE733833-177925","Flodmynning","Total fosforbelastning från flodmynningar",-1,3e-4,-0.1823
"SE719095-173622","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.8924
"SE733351-187900","Flodmynning","Total fosforbelastning från flodmynningar",0,0.0691,-1.2595
"SE733222-181059","Flodmynning","Total fosforbelastning från flodmynningar",-1,5e-4,-0.0297
"SE641071-127372","Flodmynning","Total fosforbelastning från flodmynningar",0,0.3266,-0.664
"SE628877-132040","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.3409
"SE635136-128895","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.9555
"SE631338-129833","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0078,-0.1453
"SE647582-127369","Flodmynning","Total fosforbelastning från flodmynningar",0,0.5069,-0.006
"SE653621-125394","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.0306
"SE648930-125964","Flodmynning","Total fosforbelastning från flodmynningar",1,0.0185,0.1049
"SE621205-131122","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0012,-0.0467
"SE632033-152167","Flodmynning","Total fosforbelastning från flodmynningar",-1,2e-4,-0.0456
"SE639339-154122","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0044,-0.0191
"SE633520-153920","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.1385
"SE620277-140091","Flodmynning","Total fosforbelastning från flodmynningar",-1,0.0336,-0.2924
"SE627831-152255","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-0.089
"SE623006-149119","Flodmynning","Total fosforbelastning från flodmynningar",0,0.1515,-0.0079
"SE649673-151838","Flodmynning","Total fosforbelastning från flodmynningar",0,0.812,-0.0364
"SE622950-143450","Flodmynning","Total fosforbelastning från flodmynningar",1,0.0311,0.0555
"SE658065-162841","Flodmynning","Total fosforbelastning från flodmynningar",-1,0,-1.5405
"SE652370-156442","Flodmynning","Total fosforbelastning från flodmynningar",0,0.1471,0.0729
"SE671742-158974","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,848.4476
"SE683661-156793","Flodmynning","Total belastning organiskt kol från flodmynningar",1,8e-4,17.8577
"SE669500-163246","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,14.5569
"SE672915-157210","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,106.4378
"SE703055-166572","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,76.7923
"SE693587-158205","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.2012,145.6575
"SE691743-155984","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.5321,21.3913
"SE678924-156862","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0.0018,244.0619
"SE705438-167938","Flodmynning","Total belastning organiskt kol från flodmynningar",1,1e-4,36.0112
"SE708979-170865","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0.0409,356.5247
"SE700773-157350","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0.0437,383.1069
"SE707160-168739","Flodmynning","Total belastning organiskt kol från flodmynningar",1,1e-4,115.6695
"SE726942-176351","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,20.9128
"SE732407-183604","Flodmynning","Total belastning organiskt kol från flodmynningar",,0.05,255.4929
"SE729186-178575","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.3786,162.2659
"SE726410-175525","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0.0381,176.8055
"SE711900-175034","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,48.8545
"SE733833-177925","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.1397,33.2335
"SE719095-173622","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.1251,85.4373
"SE733351-187900","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0.0231,783.9679
"SE733222-181059","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.0782,6.0281
"SE641071-127372","Flodmynning","Total belastning organiskt kol från flodmynningar",0,0.1322,193.5058
"SE628877-132040","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,277.3635
"SE635136-128895","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,129.8781
"SE631338-129833","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,242.5785
"SE647582-127369","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,25.4409
"SE653621-125394","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,53.1178
"SE648930-125964","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,107.1085
"SE621205-131122","Flodmynning","Total belastning organiskt kol från flodmynningar",1,9e-4,3.3032
"SE632033-152167","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,66.8713
"SE639339-154122","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,19.7962
"SE633520-153920","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,152.741
"SE620277-140091","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,440.8214
"SE627831-152255","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,41.2621
"SE623006-149119","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,65.7842
"SE649673-151838","Flodmynning","Total belastning organiskt kol från flodmynningar",1,1e-4,131.2329
"SE622950-143450","Flodmynning","Total belastning organiskt kol från flodmynningar",1,0,180.6461
"SE658065-162841","Flodmynning","Total belastning organiskt kol från flodmynningar",1,5e-4,303.6162
"SE652370-156442","Flodmynning","Total belastning organiskt kol från flodmynningar",1,1e-4,55.3016
"SE671742-158974","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.5966,1.1767
"SE683661-156793","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.1269,-0.1848
"SE669500-163246","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.7766,-0.0127
"SE672915-157210","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.1697,0.4536
"SE703055-166572","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0208,-0.3544
"SE693587-158205","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.6181,-1.0236
"SE691743-155984","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-10.738
"SE678924-156862","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0363,-3.66
"SE705438-167938","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0085,-0.1739
"SE708979-170865","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.3454,-1.2532
"SE700773-157350","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,3e-4,-3.6111
"SE707160-168739","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.09,-0.2098
"SE726942-176351","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0074,-0.1153
"SE732407-183604","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.4295,1.4269
"SE729186-178575","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-5.9676
"SE726410-175525","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0266,-1.3789
"SE711900-175034","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-0.7996
"SE733833-177925","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-0.6418
"SE719095-173622","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-2.2385
"SE733351-187900","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.9572,0.0658
"SE733222-181059","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-0.1969
"SE641071-127372","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-125.5669
"SE628877-132040","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.1559,1.0546
"SE635136-128895","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-6.4665
"SE631338-129833","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.5445,-1.1802
"SE647582-127369","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-0.8392
"SE653621-125394","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,1e-4,-1.0754
"SE648930-125964","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,2e-4,-2.6027
"SE621205-131122","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,6e-4,-3.564
"SE632033-152167","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0167,-0.5016
"SE639339-154122","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-0.5648
"SE633520-153920","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.1056,0.8822
"SE620277-140091","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0085,-5.4104
"SE627831-152255","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,3e-4,-1.445
"SE623006-149119","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0.0036,-0.3194
"SE649673-151838","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.0645,-4.9171
"SE622950-143450","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.4852,-0.4281
"SE658065-162841","Flodmynning","Belastning oorganiskt kväve från flodmynningar",-1,0,-38.8958
"SE652370-156442","Flodmynning","Belastning oorganiskt kväve från flodmynningar",0,0.8002,-0.1069
