VattenID,MS_CD,Stationskoordinat E/Y,Stationskoordinat N/X,Vattenkategori,VariabelID,Trendens signifikans,p-värde,Medianförändring per år,Typ,Nationell
SE651375-154304,WA51800039,589620,6512573,Station,Temperatur - vår,0,0.31,-0.33,Vattendrag,1
SE651375-154304,WA51800039,589620,6512573,Station,pH,0,0.2755,0.0012,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Brunhet,-1,0.0016,-0.0022,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Alkalinitet,0,0.1311,-0.001,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Kadmium i vatten,-1,1.00E-04,-1.00E-04,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Konduktivitet,0,0.0581,-0.0121,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Nickel i vatten,1,0.013,0.006,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Oorganiskt kväve,0,0.8043,0,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Bly i vatten,-1,0.0058,-6.00E-04,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Lättillgänglig fosfor,-1,0.0082,-0.0714,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Kisel,-1,0.025,,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Sulfat,0,0.845,0,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Totalt organiskt kol,0,0.9335,0,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Totalkväve,-1,0.0026,-3.6364,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Totalfosfor,-1,0.0366,-0.0667,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,Temperatur - vår,1,0.0369,0.1261,Vattendrag,1
SE739283-163835,WA60052782,673913,7392516,Station,pH,0,0.0788,-0.004,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Brunhet,1,0.0295,0.0015,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Alkalinitet,0,0.0565,0.001,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Kadmium i vatten,0,0.7546,0,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Kvicksilver i vatten,-1,0.0263,-0.0667,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Konduktivitet,-1,0.0017,-0.0517,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Nickel i vatten,0,0.0773,-0.0117,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Oorganiskt kväve,-1,0.0032,-0.8889,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Bly i vatten,-1,0.0203,-0.0125,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Lättillgänglig fosfor,0,0.1463,0,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Kisel,1,0.0493,,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Sulfat,-1,0,-0.1,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Totalt organiskt kol,1,0,0.152,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Totalkväve,0,0.121,-1.5,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Totalfosfor,-1,0.0275,-0.0476,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,Temperatur - vår,0,1,0.0444,Vattendrag,1
SE632033-152167,WA81275650,570563,6318978,Station,pH,1,0.0276,0.0058,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Brunhet,1,0,0.0024,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Alkalinitet,0,0.8393,1.00E-04,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Kadmium i vatten,-1,0.0161,-3.00E-04,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Kvicksilver i vatten,0,0.5425,-0.0167,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Konduktivitet,-1,0,-0.0492,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Nickel i vatten,-1,0.0125,-0.025,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Oorganiskt kväve,-1,0,-0.8621,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Bly i vatten,-1,0.0019,-0.0056,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Lättillgänglig fosfor,1,0.0022,0.0625,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Kisel,1,0.0271,,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Sulfat,-1,0,-0.0335,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Totalt organiskt kol,1,2.00E-04,0.1,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Totalkväve,-1,0.0028,-1.6538,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Totalfosfor,-1,9.00E-04,-0.1067,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,Temperatur - vår,0,0.3052,-0.125,Vattendrag,1
SE726942-176351,WA17957286,800624,7270752,Station,pH,0,0.0915,0.0015,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Brunhet,1,4.00E-04,3.00E-04,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Alkalinitet,1,4.00E-04,0.0016,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Kadmium i vatten,-1,0,-1.00E-04,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Kvicksilver i vatten,0,0.8608,0,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Konduktivitet,0,0.3561,-0.0063,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Nickel i vatten,-1,0.0046,-0.0139,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Oorganiskt kväve,-1,0,-0.4333,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Bly i vatten,-1,0,-0.0027,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Lättillgänglig fosfor,-1,3.00E-04,,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Kisel,1,0.0036,,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Sulfat,-1,0,-0.0125,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Totalt organiskt kol,1,0.0273,0.0286,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Totalkväve,-1,6.00E-04,-1.3077,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,Totalfosfor,-1,0,-0.1286,Vattendrag,1
SE703411-148805,WA56088945,528249,7032026,Station,pH,1,9.00E-04,0.002,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Brunhet,1,0.0086,2.00E-04,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Alkalinitet,1,1.00E-04,4.00E-04,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Kadmium i vatten,-1,0,-1.00E-04,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Kvicksilver i vatten,-1,0.0079,-0.06,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Konduktivitet,-1,0.0015,-0.0053,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Nickel i vatten,-1,0.0367,-0.0033,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Oorganiskt kväve,-1,1.00E-04,-0.24,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Bly i vatten,-1,3.00E-04,-0.0018,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Lättillgänglig fosfor,-1,0.0017,,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Kisel,1,0.0022,,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Sulfat,-1,0,-0.0115,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Totalt organiskt kol,0,0.0547,0.02,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Totalkväve,-1,1.00E-04,-0.8857,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Totalfosfor,-1,0,-0.1111,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,Temperatur - vår,0,0.5099,0.0537,Vattendrag,1
SE700773-157350,WA60702203,613993,7006732,Station,pH,0,0.1157,8.00E-04,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Brunhet,0,0.4359,1.00E-04,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Alkalinitet,0,0.7609,-1.00E-04,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Kadmium i vatten,0,0.2143,0,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Konduktivitet,-1,0.0017,-0.0121,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Oorganiskt kväve,-1,0,-0.3636,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Bly i vatten,1,0.0244,,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Lättillgänglig fosfor,-1,0.0087,-0.0263,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Kisel,1,0.0067,,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Sulfat,-1,1.00E-04,-0.0094,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Totalt organiskt kol,0,0.8143,0,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Totalkväve,-1,0,-5.25,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Totalfosfor,-1,0.0015,-0.065,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,Temperatur - vår,0,0.8999,0,Vattendrag,1
SE697717-139085,WA11914890,431604,6974774,Station,pH,-1,0.0438,-0.0024,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Brunhet,1,0,0.0027,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Alkalinitet,1,0,0.0028,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Kadmium i vatten,0,0.1511,-1.00E-04,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Kvicksilver i vatten,0,0.34,-0.01,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Konduktivitet,-1,0,-0.0783,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Nickel i vatten,-1,3.00E-04,-0.0119,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Oorganiskt kväve,-1,0.0013,-3.1,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Bly i vatten,0,0.0785,0.0022,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Lättillgänglig fosfor,0,0.9859,0,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Kisel,1,0.0011,,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Sulfat,-1,0,-0.0956,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Totalt organiskt kol,1,0,0.13,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Totalkväve,-1,1.00E-04,-5.8,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Totalfosfor,-1,1.00E-04,-0.1358,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,Temperatur - vår,-1,0.0294,-0.1,Vattendrag,1
SE631338-129833,WA28623026,347429,6309398,Station,pH,1,0,0.005,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Brunhet,0,0.1046,3.00E-04,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Alkalinitet,1,0.0264,7.00E-04,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Kadmium i vatten,-1,5.00E-04,,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Konduktivitet,0,0.8952,0,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Oorganiskt kväve,-1,0,-0.5556,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Bly i vatten,0,0.1773,0,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Lättillgänglig fosfor,-1,0.0034,-0.0278,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Kisel,1,0.0175,,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Sulfat,-1,0.0025,-0.005,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Totalt organiskt kol,0,0.2692,0.0118,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Totalkväve,-1,2.00E-04,-5.6923,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Totalfosfor,-1,0.0122,-0.0333,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,Temperatur - vår,0,0.3265,-0.0525,Vattendrag,1
SE700012-140354,WA38611588,444226,6996523,Station,pH,0,0.6599,-6.00E-04,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Brunhet,1,0,0.003,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Alkalinitet,1,0.0064,0.001,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Kadmium i vatten,0,0.0926,-1.00E-04,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Kvicksilver i vatten,0,0.2673,-0.0158,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Konduktivitet,-1,0.0015,-0.0708,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Nickel i vatten,-1,0,-0.0132,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Oorganiskt kväve,-1,2.00E-04,-2.7101,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Bly i vatten,0,0.1434,0.0033,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Lättillgänglig fosfor,1,0.013,0.0741,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Kisel,1,1.00E-04,,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Sulfat,-1,0,-0.09,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Totalt organiskt kol,1,0,0.1333,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Totalkväve,-1,0.0054,-3.0417,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Totalfosfor,0,0.8892,0,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,Temperatur - vår,0,0.8609,0.0125,Vattendrag,1
SE647582-127369,WA83397198,320875,6471431,Station,pH,1,0,0.0036,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Brunhet,0,0.3204,-4.00E-04,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Alkalinitet,0,0.6637,3.00E-04,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Konduktivitet,0,0.4105,-0.0065,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Oorganiskt kväve,-1,0,-0.6111,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Lättillgänglig fosfor,-1,0.0025,-0.1111,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Kisel,1,0.0127,,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Sulfat,-1,2.00E-04,-0.0067,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Totalt organiskt kol,0,0.3106,-0.0162,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Totalkväve,-1,0,-6.7697,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Totalfosfor,-1,0,-0.1786,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,Temperatur - vår,0,0.1819,0.0693,Vattendrag,1
SE728070-165120,WA66448021,688201,7280589,Station,pH,0,0.1228,0.0031,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Brunhet,0,0.1317,0.01,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Alkalinitet,0,0.7727,-8.00E-04,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Konduktivitet,0,1,0,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Oorganiskt kväve,0,0.0709,-6,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Lättillgänglig fosfor,0,0.0706,-0.3333,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Kisel,0,0.8163,0,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Totalt organiskt kol,0,0.2146,0.3402,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Totalkväve,0,0.705,2.9,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Totalfosfor,0,0.8052,0.0143,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,Temperatur - vår,0,0.2831,-0.2111,Vattendrag,1
SE626878-134788,WA83666955,397471,6265410,Station,pH,0,0.7822,-0.0063,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Brunhet,1,0.0283,0.0018,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Alkalinitet,0,0.5596,3.00E-04,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Kadmium i vatten,0,0.0703,1.00E-04,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Konduktivitet,0,0.9538,0,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Nickel i vatten,0,0.402,0.0014,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Oorganiskt kväve,-1,0.0054,-0.6667,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Bly i vatten,0,0.0717,0.0029,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Lättillgänglig fosfor,-1,0.0288,-0.0882,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Kisel,1,0.0062,,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Sulfat,-1,0.0015,-0.0162,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Totalt organiskt kol,1,0.0066,0.1222,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Totalkväve,0,0.7676,-0.7101,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Totalfosfor,0,0.3415,0,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,Temperatur - vår,0,0.069,-0.0886,Vattendrag,1
SE673809-153401,WA90144389,577868,6736711,Station,pH,0,0.2189,-0.005,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Brunhet,1,0.0335,0.0027,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Alkalinitet,0,0.8785,-1.00E-04,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Kadmium i vatten,0,0.8128,0,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Konduktivitet,0,0.1755,-0.014,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Nickel i vatten,0,0.6008,0.0013,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Oorganiskt kväve,-1,0.0045,-1.8333,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Bly i vatten,0,0.6775,0,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Lättillgänglig fosfor,-1,0.0264,-0.1667,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Kisel,1,0.0305,,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Sulfat,-1,0.0015,-0.0144,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Totalt organiskt kol,1,0.004,0.203,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Totalkväve,0,0.3033,1.3485,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Totalfosfor,0,0.986,0,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,Temperatur - vår,1,0.0122,0.2236,Vattendrag,1
SE718265-171875,WA95930698,756984,7183432,Station,pH,0,0.9961,0,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Brunhet,0,0.1099,0.0034,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Alkalinitet,0,0.398,-8.00E-04,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Konduktivitet,0,0.4095,0.025,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Oorganiskt kväve,0,0.0682,-2.5833,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Lättillgänglig fosfor,-1,0.0116,-0.3333,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Kisel,0,0.1369,0,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Sulfat,0,0.7346,-0.0088,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Totalt organiskt kol,1,0.0494,0.1167,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Totalkväve,0,0.7738,-0.4444,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Totalfosfor,0,0.1941,0.1,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,Temperatur - vår,0,0.3336,-0.1771,Vattendrag,1
SE666881-151821,WA11915510,562922,6667267,Station,pH,0,0.0613,-0.01,Vattendrag,1
